page,status,v10_class,truth_class,iou,x1,y1,x2,y2
2,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,3906.0960083007812,3194.5676879882812,4182.293640136719,3340.0
2,deleted,FAN,,0.0,6764.120452880859,4779.4471435546875,6986.252960205078,4960.0
2,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,2200.368133544922,1589.2287902832031,2429.1695861816406,1719.91015625
2,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,2792.065544128418,1512.8871154785156,3026.150146484375,1720.0
2,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,2797.638359069824,1620.5715713500977,3025.9257202148438,1729.806037902832
2,deleted,AD-GRD,,0.0,6774.5469970703125,5338.6851806640625,6954.362731933594,5500.0
2,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,2781.172576904297,2346.6214447021484,3008.2117919921875,2572.576904296875
2,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,1169.4377975463867,3240.0,1400.1167602539062,3389.3658905029297
2,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,3770.359619140625,3025.9979858398438,3880.0,3258.1139526367188
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,3376.317901611328,1553.6347351074219,3599.033203125,1720.0
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,4321.663131713867,1720.0552062988281,4538.364013671875,1943.4105834960938
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,3371.6878662109375,1620.0,3602.1970825195312,1770.0429077148438
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,3662.5648803710938,1556.892822265625,3872.2015991210938,1719.9041748046875
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,4231.385833740234,1635.9340057373047,4419.8070068359375,1845.7984466552734
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,3240.0,1620.0,3402.1834869384766,1772.1007995605469
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,3027.7018432617188,1549.3062744140625,3261.2836303710938,1719.921630859375
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,3155.8817138671875,1546.6383056640625,3339.6116943359375,1719.99951171875
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,2947.6490478515625,1554.3702392578125,3175.6574096679688,1719.999755859375
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,3107.810821533203,1620.2128601074219,3337.990234375,1777.0177612304688
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,4320.005905151367,1630.5970611572266,4443.8986740112305,1848.3844146728516
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,2864.592819213867,1620.0039978027344,3089.3151245117188,1773.7063293457031
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,3649.58642578125,1620.0,3876.3172607421875,1768.6503295898438
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,1874.585952758789,1851.2881164550781,2102.794189453125,2072.092010498047
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,3560.4783935546875,1620.0145568847656,3790.26513671875,1773.33447265625
3,accepted,CONDENSING UNIT,CONDENSING UNIT,1.0,1080.0,1803.0296020507812,1259.8604431152344,2071.2294311523438
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,1976.8073120117188,1852.5715026855469,2203.2804565429688,2075.7456970214844
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,3491.6546630859375,1556.2186584472656,3706.4189453125,1719.7532958984375
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,3013.76171875,1620.2179870605469,3258.3270263671875,1768.2110900878906
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,1795.3052978515625,1850.3015594482422,2016.6993408203125,2070.0776977539062
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,3240.214874267578,1551.712646484375,3396.8447875976562,1720.0
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,2946.406204223633,1620.2964630126953,3182.8949584960938,1770.5491943359375
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,2870.0499420166016,1558.1097717285156,3083.39306640625,1719.9071044921875
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,3569.6919555664062,1556.2977294921875,3775.9951782226562,1719.7283935546875
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,2027.9913635253906,1852.9958190917969,2257.5601806640625,2074.2823181152344
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,4293.778991699219,1753.6972351074219,4420.0,1973.7028503417969
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,3486.982666015625,1620.0,3752.362548828125,1774.7250366210938
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,2160.284019470215,1860.5642395019531,2281.685646057129,2064.646759033203
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,3381.7444458007812,1465.9015502929688,3593.7575073242188,1677.9345092773438
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,4389.002380371094,1796.2847900390625,4634.798919677734,2041.6484375
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,1783.23681640625,1497.1092224121094,2026.2207641601562,1719.0372314453125
3,deleted,AD-GRD,,0.0,7110.6879959106445,5407.190979003906,7291.77734375,5584.965545654297
3,accepted,AD-GRD,AD-GRD,1.0,1945.4209594726562,1620.1923065185547,2161.0743408203125,1725.0998458862305
3,accepted,AD-GRD,AD-GRD,1.0,3915.2826538085938,1545.0042724609375,4131.234802246094,1719.8455810546875
3,deleted,AD-GRD,,0.0,6753.087951660156,5428.0825271606445,6961.646911621094,5635.4337158203125
3,accepted,CONDENSING UNIT,CONDENSING UNIT,1.0,1225.0986938476562,1794.123764038086,1514.037353515625,2074.3944091796875
3,accepted,AD-GRD,AD-GRD,1.0,1791.5608520507812,1620.5989990234375,2016.3788452148438,1736.4764404296875
3,deleted,EXHAUST FAN,,0.0,7118.584564208984,5001.663787841797,7297.4093017578125,5181.601104736328
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,3172.3187866210938,1448.8079833984375,3340.0,1676.718994140625
3,accepted,AD-GRD,AD-GRD,1.0,3830.5704040527344,2794.339111328125,4067.0732421875,3024.7379455566406
3,accepted,AD-GRD,AD-GRD,1.0,2247.8627319335938,2800.9508361816406,2461.6702880859375,3016.0773315429688
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,4132.382568359375,1620.0,4360.244873046875,1764.6165924072266
4,accepted,FAN,FAN,1.0,1090.7005615234375,2077.6351318359375,1300.5264739990234,2260.0
4,accepted,FAN,FAN,1.0,1090.1277465820312,2160.353660583496,1301.8219451904297,2287.557327270508
4,deleted,AD-GRD,,0.0,7020.0,5375.616912841797,7154.739196777344,5575.135894775391
4,deleted,AD-GRD,,0.0,6950.839660644531,5372.203598022461,7119.981994628906,5577.223007202148
4,accepted,FAN,FAN,1.0,1196.82275390625,1663.9303588867188,1409.99609375,1876.3577575683594
4,accepted,FAN,FAN,1.0,3849.6417541503906,2168.039321899414,4074.040496826172,2392.210906982422
4,accepted,MOTORIZED DAMPER,MOTORIZED DAMPER,1.0,2166.5545959472656,2160.478225708008,2371.9451904296875,2250.796226501465
4,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,1819.726089477539,1753.7360534667969,2009.563232421875,1944.3575439453125
4,accepted,VENT CAP,VENT CAP,1.0,1438.56787109375,2301.29150390625,1633.5779418945312,2499.0248413085938
4,deleted,EXHAUST FAN,,0.0,7020.0,4939.263031005859,7152.692520141602,5130.311828613281
4,deleted,LOUVER,,0.0,6977.4307861328125,5074.553817749023,7120.0,5258.2066650390625
4,accepted,VENT CAP,VENT CAP,1.0,3036.5744018554688,2305.717254638672,3225.7495727539062,2494.5946044921875
4,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,1723.9001541137695,1671.5921783447266,1921.1109008789062,1868.9774017333984
4,accepted,AD-GRD,AD-GRD,1.0,1420.7659301757812,1620.0,1631.3372192382812,1750.291259765625
4,accepted,VENT CAP,VENT CAP,1.0,1964.223388671875,2298.6631469726562,2169.4319458007812,2502.3684692382812
4,deleted,EXHAUST FAN,,0.0,7020.0,4874.024749755859,7149.014892578125,5059.138626098633
6,deleted,FIRE DAMPER,,0.0,809.070068359375,812.0072021484375,1068.6370239257812,1067.1642456054688
6,deleted,MANUAL VOLUME DAMPER,,0.0,7258.746643066406,2493.911865234375,7556.858459472656,2791.043212890625
