page,status,v10_class,truth_class,iou,x1,y1,x2,y2
4,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,5161.9185791015625,4417.588653564453,5411.0367431640625,4664.031280517578
4,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,4860.9962158203125,3840.293815612793,5104.426254272461,4078.3614501953125
4,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,3255.3684463500977,3780.657241821289,3494.613983154297,3999.958221435547
4,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,3675.2662353515625,4759.777282714844,3879.6229248046875,4959.998229980469
4,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,2954.7156372070312,3573.8217163085938,3196.9403686523438,3809.5771484375
4,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,3989.899871826172,4954.676452636719,4238.431671142578,5200.775634765625
4,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,3255.674736022949,3186.697998046875,3497.8001708984375,3339.896240234375
4,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,3567.7617797851562,863.222412109375,3815.5076293945312,1101.0797119140625
4,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,3260.899772644043,4011.19140625,3501.606201171875,4254.426696777344
4,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,2941.8555908203125,2751.6259765625,3183.274169921875,2983.5714111328125
4,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,3061.30908203125,862.7567749023438,3315.6519165039062,1103.5930786132812
4,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,3240.112579345703,1832.1995239257812,3446.379364013672,2074.715087890625
4,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,3072.5088500976562,1208.1305847167969,3320.1890869140625,1451.5355529785156
4,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,3652.72607421875,2390.8915100097656,3878.8583984375,2634.3670349121094
4,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,4860.976226806641,2385.502899169922,5096.6666259765625,2623.3423767089844
4,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,4862.9300537109375,1686.9329147338867,5103.448547363281,1925.26171875
4,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,4320.0,3240.0,4510.606750488281,3366.9377822875977
4,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,4258.376892089844,2393.2383422851562,4420.0,2638.9600219726562
4,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,4250.922576904297,1694.421989440918,4419.953857421875,1929.9178466796875
4,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,3780.0,1695.3305587768555,3894.32364654541,1920.1317749023438
4,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,3009.1007080078125,1511.4595336914062,3257.3388671875,1720.0
4,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,3288.7232055664062,4328.936584472656,3538.6448669433594,4578.727600097656
4,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,3240.2093658447266,2408.375244140625,3448.1681060791016,2659.4097900390625
4,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,3780.0,3841.2965698242188,3905.771774291992,4070.9715881347656
4,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,3780.0933837890625,2402.7879028320312,3904.4952239990234,2632.1900634765625
4,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,2981.1485595703125,4423.228912353516,3226.0021362304688,4663.341247558594
4,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,2849.0309448242188,4006.53173828125,3094.783935546875,4251.292419433594
4,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,4256.944152832031,3843.7858352661133,4420.0,4074.63623046875
4,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,4320.158050537109,3845.104652404785,4499.0003662109375,4074.7957458496094
4,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,4252.970947265625,3129.8309631347656,4419.9556884765625,3339.7952880859375
4,accepted,AD-LINEAR PLENUM,AD-LINEAR PLENUM,1.0,4160.08056640625,1267.3428955078125,4401.11376953125,1512.9786987304688
4,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,3659.667236328125,3240.2086639404297,3876.9881591796875,3368.3331146240234
4,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,3207.6927185058594,1832.1056213378906,3340.0,2074.0362243652344
4,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,4862.119323730469,3240.227493286133,5097.104522705078,3368.5743103027344
4,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,3675.8037109375,4860.0,3880.0,5003.025573730469
4,accepted,AD-SURF RETURN,AD-SURF RETURN,1.0,4392.264587402344,4761.135498046875,4636.574676513672,4960.0
4,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,2997.9093017578125,2160.0,3253.6749267578125,2360.348388671875
4,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,3088.5941772460938,4875.877403259277,3325.1921997070312,5106.919219970703
4,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,3014.2278442382812,1620.2659530639648,3258.1798095703125,1744.7025527954102
4,accepted,AD-SURF RETURN,AD-SURF RETURN,1.0,4860.0,4567.06640625,5055.420684814453,4806.048828125
4,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,3000.3399658203125,2106.2147216796875,3246.6627197265625,2260.0
4,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,3657.908233642578,3843.6196670532227,3879.266845703125,4078.091583251953
4,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,3780.0,4744.355499267578,3922.256576538086,4959.052001953125
4,accepted,AD-SURF RETURN,AD-SURF RETURN,1.0,4809.430847167969,4761.636413574219,4960.0,4958.766296386719
4,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,3229.6405029296875,4017.02392578125,3340.0,4273.147705078125
4,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,3780.0,3240.0,3924.0372314453125,3377.1173400878906
4,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,5162.726745605469,4929.8916015625,5413.413024902344,5175.692596435547
4,accepted,AD-SURF RETURN,AD-SURF RETURN,1.0,4860.2894287109375,4759.671691894531,5055.427871704102,4959.458679199219
4,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,3208.333740234375,2412.864212036133,3340.0,2660.2112426757812
4,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,4320.357177734375,3774.5264892578125,4533.392822265625,3879.828369140625
4,accepted,AD-SURF RETURN,AD-SURF RETURN,1.0,4811.1214599609375,4570.615539550781,4959.7977294921875,4806.635009765625
